"nameLast","nameFirst","playerID","Age","year","reliability","mPA","mAB","mR","mH","m2B","m3B","mHR","mRBI","mSB","mCS","mBB","mSO","mIBB","mHBP","mSH","mSF","mGIDP"
"Lewis","Mark","lewisma01",35,2004,0.03,200.00,180.00,24.00,46.00,9.00,1.00,5.00,23.00,3.00,1.00,16.00,33.00,1.00,2.00,1.00,1.00,4.00
"Lieberthal","Mike","liebemi01",32,2004,0.82,534.00,480.00,60.00,138.00,28.00,2.00,13.00,64.00,1.00,1.00,39.00,64.00,3.00,11.00,1.00,3.00,14.00
"Liefer","Jeff","liefeje01",30,2004,0.66,282.00,257.00,34.00,61.00,12.00,0.00,11.00,37.00,1.00,1.00,21.00,65.00,2.00,1.00,1.00,2.00,5.00
"Linden","Todd","lindeto01",24,2004,0.14,220.00,198.00,26.00,53.00,10.00,1.00,6.00,28.00,3.00,1.00,18.00,35.00,1.00,2.00,1.00,1.00,5.00
"Little","Mark","littlma01",32,2004,0.42,215.00,190.00,32.00,49.00,10.00,2.00,4.00,22.00,4.00,2.00,17.00,40.00,1.00,6.00,1.00,1.00,3.00
"Lockhart","Keith","lockhke01",40,2004,0.67,289.00,258.00,33.00,59.00,12.00,2.00,6.00,27.00,2.00,2.00,24.00,44.00,3.00,2.00,3.00,2.00,4.00
"Lo Duca","Paul","loducpa01",32,2004,0.86,578.00,522.00,67.00,147.00,32.00,1.00,12.00,63.00,2.00,2.00,39.00,46.00,3.00,8.00,5.00,4.00,17.00
"Lofton","James","loftoja01",30,2004,0.07,200.00,178.00,24.00,47.00,9.00,1.00,5.00,23.00,3.00,2.00,17.00,32.00,1.00,2.00,1.00,2.00,4.00
"Lofton","Kenny","loftoke01",37,2004,0.86,566.00,504.00,86.00,136.00,26.00,6.00,12.00,51.00,20.00,8.00,50.00,64.00,2.00,3.00,5.00,4.00,6.00
"Lombard","George","lombage01",29,2004,0.51,246.00,222.00,33.00,56.00,11.00,2.00,6.00,22.00,7.00,1.00,18.00,52.00,1.00,2.00,3.00,1.00,2.00
"Long","Terrence","longte01",28,2004,0.86,525.00,482.00,64.00,125.00,26.00,3.00,13.00,61.00,4.00,3.00,38.00,74.00,5.00,2.00,0.00,3.00,12.00
"Lopez","Felipe","lopezfe01",24,2004,0.71,345.00,307.00,42.00,76.00,14.00,3.00,8.00,35.00,7.00,4.00,32.00,76.00,2.00,2.00,2.00,2.00,5.00
"Lopez","Javy","lopezja01",34,2004,0.82,486.00,442.00,62.00,123.00,22.00,2.00,25.00,79.00,1.00,1.00,33.00,83.00,5.00,7.00,1.00,3.00,13.00
"Lopez","Luis","lopezlu02",34,2004,0.51,212.00,193.00,22.00,48.00,9.00,1.00,5.00,20.00,2.00,1.00,14.00,35.00,1.00,2.00,2.00,1.00,5.00
"Lopez","Luis","lopezlu03",31,2004,0.24,200.00,180.00,23.00,47.00,9.00,1.00,5.00,22.00,2.00,1.00,16.00,30.00,1.00,2.00,1.00,1.00,7.00
"Lopez","Mendy","lopezme01",30,2004,0.37,250.00,225.00,31.00,60.00,12.00,2.00,7.00,29.00,3.00,1.00,19.00,52.00,2.00,2.00,2.00,2.00,5.00
"Loretta","Mark","loretma01",33,2004,0.83,559.00,499.00,60.00,148.00,24.00,3.00,9.00,55.00,4.00,3.00,46.00,62.00,2.00,5.00,5.00,4.00,13.00
"Lowell","Mike","lowelmi01",30,2004,0.86,546.00,485.00,69.00,134.00,31.00,1.00,22.00,86.00,3.00,2.00,49.00,75.00,4.00,5.00,0.00,7.00,12.00
"Ludwick","Ryan","ludwiry01",26,2004,0.51,296.00,268.00,34.00,70.00,15.00,1.00,9.00,39.00,4.00,1.00,24.00,63.00,2.00,2.00,1.00,1.00,6.00
"Lugo","Julio","lugoju01",29,2004,0.83,514.00,458.00,67.00,122.00,19.00,3.00,12.00,48.00,10.00,5.00,41.00,94.00,2.00,4.00,7.00,4.00,8.00
"Lunar","Fernando","lunarfe01",27,2004,0.31,200.00,181.00,20.00,48.00,9.00,1.00,4.00,22.00,2.00,1.00,15.00,32.00,1.00,2.00,1.00,1.00,6.00
"Lunsford","Trey","lunsftr01",25,2004,0.01,201.00,179.00,25.00,50.00,10.00,1.00,6.00,25.00,3.00,1.00,18.00,31.00,1.00,2.00,1.00,1.00,4.00
"Mabry","John","mabryjo01",34,2004,0.63,284.00,252.00,31.00,63.00,14.00,1.00,10.00,39.00,2.00,1.00,24.00,52.00,2.00,4.00,1.00,3.00,8.00
"Machado","Robert","macharo01",31,2004,0.58,251.00,227.00,27.00,58.00,13.00,1.00,5.00,25.00,1.00,1.00,19.00,43.00,3.00,2.00,2.00,1.00,6.00
"Macias","Jose","maciajo01",32,2004,0.79,381.00,349.00,44.00,89.00,19.00,3.00,7.00,37.00,8.00,4.00,22.00,53.00,1.00,3.00,5.00,2.00,6.00
"Mackowiak","Rob","mackoro01",28,2004,0.74,340.00,302.00,42.00,79.00,16.00,2.00,10.00,37.00,7.00,2.00,29.00,78.00,4.00,5.00,2.00,2.00,3.00
"Magadan","Dave","magadda01",42,2004,0.26,200.00,179.00,22.00,45.00,9.00,1.00,4.00,21.00,2.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Magee","Wendell","mageewe01",32,2004,0.64,236.00,217.00,26.00,56.00,12.00,2.00,5.00,23.00,2.00,1.00,15.00,40.00,1.00,1.00,1.00,2.00,6.00
"Magruder","Chris","magruch01",27,2004,0.53,243.00,221.00,30.00,55.00,12.00,1.00,6.00,27.00,2.00,1.00,17.00,42.00,2.00,2.00,1.00,2.00,5.00
"Mahoney","Mike","mahonmi02",32,2004,0.09,203.00,182.00,24.00,47.00,11.00,1.00,5.00,24.00,3.00,1.00,16.00,36.00,2.00,2.00,2.00,1.00,4.00
"Malloy","Marty","malloma01",32,2004,0.09,203.00,181.00,24.00,46.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,35.00,1.00,2.00,2.00,1.00,5.00
"Marrero","Eli","marreel01",31,2004,0.72,303.00,272.00,40.00,70.00,13.00,2.00,10.00,41.00,6.00,2.00,24.00,48.00,4.00,1.00,3.00,3.00,4.00
"Martin","Al","martial03",37,2004,0.65,329.00,295.00,34.00,73.00,15.00,2.00,6.00,37.00,5.00,2.00,28.00,60.00,4.00,3.00,1.00,2.00,7.00
"Martinez","Dave","martida01",40,2004,0.39,200.00,181.00,24.00,48.00,9.00,1.00,4.00,20.00,2.00,2.00,16.00,33.00,1.00,1.00,1.00,1.00,6.00
"Martinez","Edgar","martied01",41,2004,0.84,542.00,452.00,63.00,125.00,27.00,1.00,19.00,84.00,2.00,1.00,76.00,88.00,7.00,7.00,0.00,7.00,13.00
"Martinez","Felix","martife01",30,2004,0.37,200.00,180.00,23.00,47.00,10.00,1.00,4.00,19.00,3.00,2.00,14.00,34.00,1.00,3.00,2.00,1.00,5.00
"Martinez","Ramon","martira03",32,2004,0.76,386.00,343.00,42.00,92.00,18.00,2.00,6.00,40.00,2.00,1.00,30.00,54.00,3.00,4.00,4.00,5.00,8.00
"Martinez","Sandy","martisa01",34,2004,0.00,200.00,179.00,25.00,47.00,9.00,1.00,6.00,23.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,5.00
"Martinez","Tino","martiti02",37,2004,0.85,531.00,475.00,64.00,126.00,23.00,2.00,19.00,72.00,2.00,2.00,46.00,72.00,5.00,5.00,1.00,4.00,12.00
"Martinez","Victor","martivi01",26,2004,0.46,291.00,262.00,31.00,74.00,11.00,1.00,6.00,33.00,3.00,2.00,24.00,39.00,1.00,2.00,1.00,2.00,9.00
"Mateo","Henry","mateohe01",28,2004,0.45,287.00,258.00,40.00,66.00,10.00,2.00,5.00,24.00,11.00,2.00,22.00,53.00,2.00,4.00,2.00,1.00,3.00
"Mateo","Ruben","mateoru01",26,2004,0.62,321.00,290.00,34.00,75.00,15.00,1.00,6.00,31.00,2.00,1.00,22.00,62.00,1.00,6.00,1.00,2.00,6.00
"Matheny","Mike","mathemi01",34,2004,0.81,485.00,430.00,45.00,105.00,17.00,1.00,8.00,48.00,2.00,2.00,40.00,77.00,9.00,3.00,8.00,4.00,10.00
"Matos","Julius","matosju01",30,2004,0.48,250.00,228.00,29.00,59.00,8.00,1.00,6.00,28.00,3.00,1.00,16.00,42.00,1.00,2.00,3.00,1.00,6.00
"Matos","Luis","matoslu01",26,2004,0.71,446.00,400.00,61.00,114.00,22.00,2.00,12.00,45.00,13.00,4.00,31.00,80.00,1.00,6.00,7.00,2.00,8.00
"Matranga","Dave","matrada01",27,2004,0.02,202.00,181.00,26.00,49.00,10.00,1.00,7.00,25.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Matsui","Hideki","matsuhi01",30,2004,0.74,548.00,490.00,65.00,138.00,31.00,1.00,13.00,79.00,3.00,2.00,49.00,73.00,4.00,3.00,1.00,5.00,18.00
"Matthews","Gary","matthga02",30,2004,0.82,496.00,440.00,67.00,112.00,26.00,2.00,10.00,47.00,11.00,6.00,49.00,90.00,1.00,2.00,3.00,2.00,8.00
"Maxwell","Jason","maxweja01",32,2004,0.16,200.00,178.00,22.00,45.00,10.00,1.00,5.00,24.00,3.00,1.00,18.00,36.00,2.00,2.00,1.00,1.00,4.00
"Mayne","Brent","maynebr01",36,2004,0.79,444.00,399.00,43.00,99.00,16.00,2.00,6.00,42.00,3.00,3.00,35.00,63.00,4.00,3.00,3.00,4.00,11.00
"McCarty","David","mccarda01",35,2004,0.51,236.00,211.00,26.00,53.00,11.00,1.00,6.00,26.00,2.00,1.00,20.00,45.00,1.00,2.00,1.00,2.00,5.00
"McCracken","Quinton","mccraqu01",34,2004,0.71,353.00,314.00,42.00,84.00,17.00,5.00,4.00,34.00,5.00,3.00,27.00,57.00,2.00,2.00,7.00,3.00,5.00
"McDonald","Donzell","mcdondo01",29,2004,0.09,203.00,179.00,25.00,47.00,10.00,1.00,5.00,23.00,3.00,1.00,18.00,33.00,1.00,2.00,2.00,2.00,4.00
"McDonald","John","mcdonjo03",30,2004,0.67,345.00,313.00,38.00,76.00,14.00,2.00,4.00,25.00,4.00,2.00,19.00,54.00,1.00,4.00,6.00,3.00,6.00
"McDonald","Keith","mcdonke01",31,2004,0.00,200.00,179.00,25.00,47.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,5.00
"McEwing","Joe","mcewijo01",32,2004,0.74,378.00,337.00,42.00,83.00,16.00,2.00,6.00,34.00,6.00,3.00,26.00,69.00,2.00,6.00,6.00,3.00,5.00
"McGriff","Fred","mcgrifr01",41,2004,0.83,424.00,379.00,46.00,100.00,18.00,1.00,18.00,62.00,1.00,1.00,41.00,76.00,5.00,2.00,0.00,2.00,10.00
"McGuire","Ryan","mcguiry01",33,2004,0.20,203.00,180.00,23.00,43.00,9.00,1.00,5.00,23.00,3.00,1.00,18.00,36.00,1.00,2.00,1.00,2.00,5.00
"McGwire","Mark","mcgwima01",41,2004,0.48,200.00,172.00,25.00,38.00,6.00,1.00,10.00,28.00,1.00,1.00,23.00,48.00,1.00,2.00,1.00,2.00,4.00
"McKay","Cody","mckayco01",30,2004,0.01,200.00,178.00,25.00,48.00,9.00,1.00,6.00,25.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,2.00,4.00
"McKeel","Walt","mckeewa01",32,2004,0.04,201.00,180.00,25.00,48.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"McLemore","Mark","mclemma01",40,2004,0.80,417.00,360.00,51.00,91.00,17.00,3.00,6.00,44.00,14.00,6.00,49.00,73.00,1.00,2.00,2.00,4.00,5.00
"McMillon","Billy","mcmilbi01",33,2004,0.50,288.00,256.00,29.00,66.00,16.00,1.00,8.00,38.00,2.00,1.00,26.00,54.00,2.00,3.00,1.00,2.00,5.00
"Meares","Pat","mearepa01",36,2004,0.42,200.00,183.00,22.00,44.00,9.00,1.00,4.00,21.00,2.00,1.00,13.00,32.00,2.00,2.00,1.00,1.00,5.00
"Melhuse","Adam","melhuad01",32,2004,0.36,243.00,216.00,30.00,57.00,13.00,1.00,8.00,31.00,3.00,1.00,22.00,44.00,1.00,2.00,1.00,2.00,6.00
"Meluskey","Mitch","melusmi01",31,2004,0.14,209.00,183.00,25.00,47.00,9.00,1.00,5.00,23.00,3.00,1.00,20.00,32.00,1.00,2.00,1.00,3.00,4.00
"Mench","Kevin","menchke01",26,2004,0.66,311.00,277.00,39.00,78.00,18.00,1.00,9.00,40.00,2.00,1.00,25.00,52.00,1.00,5.00,1.00,3.00,4.00
"Mendez","Carlos","mendeca01",30,2004,0.16,223.00,202.00,26.00,52.00,11.00,1.00,5.00,26.00,3.00,1.00,16.00,39.00,1.00,2.00,1.00,2.00,4.00
"Mendez","Donaldo","mendedo01",26,2004,0.41,247.00,221.00,29.00,53.00,11.00,1.00,6.00,25.00,3.00,2.00,19.00,54.00,2.00,4.00,1.00,2.00,4.00
"Menechino","Frank","menecfr01",33,2004,0.71,270.00,227.00,35.00,53.00,10.00,1.00,6.00,28.00,1.00,1.00,33.00,45.00,1.00,6.00,2.00,2.00,6.00
"Merced","Orlando","merceor01",38,2004,0.69,343.00,310.00,38.00,79.00,18.00,3.00,8.00,41.00,5.00,2.00,27.00,58.00,3.00,2.00,1.00,3.00,8.00
"Merloni","Lou","merlolo01",33,2004,0.67,329.00,289.00,40.00,75.00,16.00,2.00,6.00,31.00,3.00,3.00,30.00,57.00,2.00,4.00,3.00,3.00,7.00
"Meyers","Chad","meyerch02",29,2004,0.06,200.00,177.00,25.00,46.00,9.00,1.00,5.00,22.00,3.00,2.00,17.00,32.00,1.00,4.00,1.00,1.00,4.00
"Michaels","Jason","michaja01",28,2004,0.48,275.00,242.00,38.00,69.00,18.00,2.00,8.00,33.00,2.00,1.00,27.00,51.00,2.00,3.00,1.00,2.00,5.00
"Mientkiewicz","Doug","mientdo01",30,2004,0.85,542.00,465.00,63.00,133.00,32.00,1.00,11.00,63.00,3.00,2.00,64.00,67.00,5.00,6.00,1.00,6.00,9.00
"Miles","Aaron","milesaa01",28,2004,0.05,206.00,185.00,27.00,50.00,12.00,1.00,6.00,25.00,3.00,1.00,17.00,31.00,1.00,2.00,1.00,1.00,4.00
"Millar","Kevin","millake01",33,2004,0.84,558.00,499.00,70.00,143.00,35.00,2.00,20.00,79.00,2.00,2.00,48.00,89.00,3.00,5.00,0.00,6.00,13.00
"Miller","Corky","milleco01",28,2004,0.42,232.00,203.00,25.00,53.00,12.00,1.00,6.00,26.00,2.00,1.00,20.00,39.00,2.00,5.00,1.00,3.00,7.00
"Miller","Damian","milleda02",35,2004,0.79,434.00,385.00,45.00,95.00,22.00,1.00,12.00,46.00,2.00,1.00,40.00,92.00,6.00,3.00,5.00,1.00,14.00
"Minor","Damon","minorda01",30,2004,0.44,220.00,194.00,25.00,48.00,9.00,1.00,8.00,26.00,2.00,1.00,21.00,36.00,3.00,2.00,1.00,2.00,6.00
"Minor","Ryan","minorry01",30,2004,0.21,200.00,178.00,24.00,43.00,8.00,1.00,5.00,24.00,2.00,1.00,17.00,37.00,1.00,2.00,1.00,2.00,5.00
"Mirabelli","Doug","mirabdo01",34,2004,0.65,305.00,271.00,34.00,67.00,16.00,1.00,11.00,37.00,1.00,1.00,27.00,60.00,1.00,4.00,1.00,2.00,7.00
"Moeller","Chad","moellch01",29,2004,0.63,347.00,307.00,39.00,83.00,20.00,2.00,9.00,39.00,2.00,2.00,33.00,66.00,8.00,2.00,3.00,2.00,10.00
"Mohr","Dustan","mohrdu01",28,2004,0.76,435.00,393.00,57.00,103.00,23.00,1.00,12.00,46.00,6.00,3.00,36.00,96.00,2.00,2.00,2.00,2.00,8.00
"Molina","Ben","molinbe01",30,2004,0.81,461.00,428.00,42.00,113.00,21.00,0.00,10.00,60.00,2.00,1.00,20.00,46.00,3.00,5.00,3.00,5.00,14.00
"Molina","Izzy","moliniz01",33,2004,0.01,200.00,179.00,25.00,47.00,9.00,1.00,6.00,23.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Molina","Jose","molinjo01",29,2004,0.47,270.00,242.00,30.00,59.00,12.00,1.00,5.00,24.00,2.00,2.00,16.00,48.00,1.00,3.00,6.00,3.00,5.00
"Mondesi","Raul","mondera01",33,2004,0.86,557.00,497.00,76.00,125.00,27.00,3.00,22.00,70.00,16.00,7.00,53.00,94.00,4.00,4.00,0.00,3.00,10.00
"Monroe","Craig","monrocr01",27,2004,0.68,432.00,395.00,51.00,98.00,18.00,1.00,18.00,59.00,5.00,3.00,30.00,80.00,2.00,3.00,1.00,3.00,9.00
"Mora","Melvin","morame01",32,2004,0.84,472.00,406.00,62.00,107.00,22.00,2.00,13.00,50.00,9.00,4.00,47.00,79.00,1.00,12.00,4.00,3.00,6.00
"Morban","Jose","morbajo01",25,2004,0.24,238.00,213.00,34.00,52.00,9.00,1.00,7.00,26.00,9.00,1.00,18.00,43.00,1.00,3.00,3.00,1.00,4.00
"Mordecai","Mike","mordemi01",37,2004,0.63,268.00,239.00,30.00,60.00,13.00,1.00,4.00,26.00,3.00,2.00,20.00,47.00,3.00,2.00,5.00,2.00,5.00
"Moriarty","Mike","moriami01",30,2004,0.05,202.00,181.00,24.00,48.00,10.00,1.00,5.00,25.00,3.00,2.00,17.00,32.00,1.00,2.00,1.00,1.00,6.00
"Morneau","Justin","morneju01",23,2004,0.32,258.00,232.00,33.00,61.00,12.00,1.00,8.00,34.00,3.00,1.00,22.00,48.00,2.00,2.00,1.00,1.00,6.00
"Morris","Warren","morriwa02",30,2004,0.65,389.00,354.00,40.00,92.00,16.00,2.00,8.00,41.00,5.00,3.00,26.00,49.00,2.00,3.00,3.00,3.00,7.00
"Mottola","Chad","mottoch01",33,2004,0.02,200.00,177.00,25.00,46.00,9.00,1.00,6.00,23.00,3.00,1.00,18.00,32.00,1.00,2.00,1.00,2.00,4.00
"Mouton","James","moutoja01",36,2004,0.28,200.00,178.00,24.00,45.00,10.00,1.00,5.00,20.00,4.00,2.00,16.00,37.00,1.00,3.00,2.00,1.00,3.00
"Mouton","Lyle","moutoly01",35,2004,0.04,200.00,180.00,24.00,45.00,9.00,1.00,5.00,23.00,3.00,1.00,16.00,34.00,1.00,2.00,1.00,1.00,4.00
"Mueller","Bill","muellbi02",33,2004,0.82,543.00,472.00,72.00,138.00,32.00,4.00,14.00,64.00,2.00,2.00,57.00,65.00,3.00,5.00,4.00,5.00,11.00
"Munson","Eric","munsoer01",27,2004,0.65,385.00,342.00,35.00,83.00,13.00,1.00,15.00,49.00,4.00,1.00,35.00,66.00,2.00,2.00,1.00,5.00,6.00
"Murray","Calvin","murraca01",33,2004,0.55,210.00,187.00,29.00,45.00,9.00,1.00,4.00,17.00,4.00,2.00,18.00,33.00,1.00,2.00,2.00,1.00,3.00
"Myers","Greg","myersgr01",38,2004,0.72,402.00,356.00,49.00,94.00,17.00,1.00,15.00,53.00,2.00,2.00,42.00,70.00,3.00,1.00,1.00,2.00,12.00
"Nady","Xavier","nadyxa01",26,2004,0.63,402.00,365.00,51.00,99.00,18.00,1.00,10.00,43.00,6.00,2.00,28.00,69.00,1.00,5.00,2.00,2.00,12.00
"Nelson","Bry","nelsobr01",30,2004,0.12,204.00,181.00,26.00,48.00,10.00,1.00,5.00,23.00,3.00,2.00,18.00,29.00,1.00,2.00,2.00,1.00,4.00
"Nevin","Phil","nevinph01",33,2004,0.80,369.00,331.00,48.00,94.00,15.00,0.00,16.00,59.00,3.00,1.00,34.00,72.00,3.00,2.00,0.00,2.00,10.00
"Newhan","David","newhada01",31,2004,0.02,200.00,178.00,25.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,31.00,1.00,2.00,1.00,2.00,4.00
"Niekro","Lance","niekrla01",25,2004,0.02,202.00,180.00,27.00,49.00,11.00,1.00,6.00,26.00,3.00,1.00,18.00,32.00,1.00,2.00,1.00,1.00,4.00
"Nieves","Jose","nievejo01",29,2004,0.32,210.00,191.00,28.00,52.00,9.00,1.00,5.00,21.00,2.00,2.00,14.00,36.00,1.00,2.00,2.00,1.00,5.00
"Nieves","Wil","nievewi01",27,2004,0.20,208.00,187.00,22.00,47.00,10.00,1.00,5.00,22.00,3.00,1.00,17.00,34.00,3.00,2.00,1.00,1.00,4.00
"Nivar","Ramon","nivarra01",24,2004,0.29,248.00,223.00,30.00,58.00,10.00,2.00,5.00,27.00,6.00,2.00,19.00,34.00,1.00,3.00,2.00,1.00,4.00
"Nix","Laynce","nixla01",24,2004,0.45,298.00,271.00,39.00,74.00,15.00,1.00,10.00,41.00,5.00,1.00,21.00,61.00,1.00,2.00,2.00,2.00,4.00
"Nixon","Trot","nixontr01",30,2004,0.85,518.00,449.00,75.00,125.00,27.00,4.00,22.00,78.00,4.00,2.00,58.00,91.00,2.00,4.00,3.00,4.00,6.00
"Norton","Greg","nortogr01",32,2004,0.68,318.00,285.00,35.00,73.00,17.00,1.00,11.00,48.00,3.00,2.00,29.00,71.00,1.00,1.00,1.00,2.00,7.00
"Nunez","Abraham","nunezab01",28,2004,0.76,404.00,359.00,43.00,91.00,15.00,5.00,5.00,35.00,7.00,3.00,34.00,61.00,2.00,3.00,6.00,2.00,6.00
"Nunez","Abraham","nunezab02",27,2004,0.05,202.00,181.00,25.00,47.00,9.00,1.00,6.00,24.00,3.00,2.00,17.00,33.00,1.00,2.00,1.00,1.00,5.00
"Ochoa","Alex","ochoaal01",32,2004,0.72,232.00,206.00,28.00,55.00,11.00,1.00,5.00,23.00,5.00,3.00,22.00,30.00,1.00,2.00,1.00,1.00,5.00
"Offerman","Jose","offerjo01",36,2004,0.72,233.00,206.00,30.00,52.00,9.00,1.00,4.00,22.00,3.00,2.00,23.00,34.00,1.00,1.00,1.00,2.00,6.00
"Ojeda","Augie","ojedaau01",30,2004,0.44,222.00,197.00,23.00,46.00,9.00,1.00,4.00,20.00,2.00,1.00,17.00,30.00,2.00,3.00,3.00,2.00,5.00
"Ojeda","Miguel","ojedami01",29,2004,0.40,282.00,248.00,30.00,63.00,12.00,1.00,8.00,35.00,3.00,2.00,27.00,45.00,3.00,4.00,1.00,2.00,5.00
"O'Leary","Troy","oleartr01",35,2004,0.74,328.00,293.00,35.00,73.00,14.00,2.00,8.00,41.00,3.00,2.00,27.00,54.00,3.00,3.00,2.00,3.00,9.00
"Olerud","John","olerujo01",36,2004,0.87,584.00,497.00,68.00,139.00,31.00,1.00,15.00,79.00,2.00,1.00,75.00,65.00,8.00,5.00,1.00,6.00,18.00
"Oliver","Joe","olivejo01",39,2004,0.12,200.00,178.00,23.00,46.00,9.00,1.00,5.00,22.00,2.00,1.00,16.00,35.00,1.00,2.00,2.00,2.00,4.00
"Olivo","Miguel","olivomi01",26,2004,0.60,375.00,340.00,43.00,86.00,20.00,1.00,9.00,38.00,6.00,3.00,26.00,75.00,1.00,4.00,3.00,2.00,5.00
"Olmedo","Ray","olmedra01",23,2004,0.51,325.00,293.00,37.00,77.00,12.00,2.00,5.00,31.00,3.00,2.00,23.00,54.00,1.00,2.00,6.00,1.00,6.00
"O'Neill","Paul","oneilpa01",41,2004,0.58,200.00,181.00,25.00,46.00,10.00,1.00,6.00,23.00,5.00,1.00,17.00,26.00,1.00,1.00,0.00,1.00,6.00
"Ordaz","Luis","ordazlu01",29,2004,0.35,211.00,186.00,25.00,48.00,9.00,1.00,4.00,20.00,3.00,2.00,18.00,30.00,1.00,2.00,3.00,2.00,4.00
"Ordonez","Magglio","ordonma01",30,2004,0.87,602.00,540.00,90.00,167.00,39.00,2.00,28.00,99.00,10.00,4.00,53.00,69.00,3.00,6.00,0.00,3.00,17.00
"Ordonez","Rey","ordonre01",33,2004,0.77,312.00,286.00,30.00,75.00,17.00,2.00,4.00,32.00,2.00,2.00,18.00,33.00,6.00,2.00,4.00,2.00,10.00
"Orie","Kevin","orieke01",32,2004,0.11,204.00,183.00,25.00,49.00,11.00,1.00,5.00,25.00,3.00,1.00,16.00,32.00,1.00,2.00,1.00,2.00,4.00
